ID,Nickname,School Name,Active,Payment Through Us,Location Type,Location Phone,Address,City,State,Zip Code,Geographic Area,Point of Contact,POC Title,POC Phone,POC Email,Contractor,Location Enrollment,Demo Allowed,Demo Start Time,Demo Type,Base Professor Pay,Retained Client,Class Pricing Type,School Cut Type,School Cut,Virtus Required,TB Required,Livescan Required,Livescan Info,Contract/Permit Required,Contract/Permit Notes,Special Info Required,Flyer Required,Registration Link for Flyer,Custom Flyer Required,Custom Flyer Items Required,Flyer Quantity,Parking Information,Attendance Required,Demo Length,Unknown,School Procedure Info,Internal Notes,Observes Allowed,Jewish,Set Dates Ourselves,Number of Weeks,School Calendar Link,Client Manager,Invoicing Notes,Class 1 Type,Class 1 Grades,Class 1 Day,Class 1 Start Time,Class 1 Length (Minutes),Class 1 Cost,Class 1 Lab Fee per Week,Class 1 Minimum Students,Class 1 Maximum Students,Class 2 Type,Class 2 Grades,Class 2 Day,Class 2 Start Time,Class 2 Length (Minutes),Class 2 Cost,Class 2 Lab Fee per Week,Class 2 Minimum Students,Class 2 Maximum Students,Class 3 Type,Class 3 Grades,Class 3 Day,Class 3 Start Time,Class 3 Length (Minutes),Class 3 Cost,Class 3 Lab Fee per Week,Class 3 Minimum Students,Class 3 Maximum Students,Class 4 Type,Class 4 Grades,Class 4 Day,Class 4 Start Time,Class 4 Length (Minutes),Class 4 Cost,Class 4 Lab Fee per Week,Class 4 Minimum Students,Class 4 Maximum Students,Class 5 Type,Class 5 Grades,Class 5 Day,Class 5 Start Time,Class 5 Length (Minutes),Class 5 Cost,Class 5 Lab Fee per Week,Class 5 Minimum Students,Class 5 Maximum Students,Class 6 Type,Class 6 Grades,Class 6 Day,Class 6 Start Time,Class 6 Length (Minutes),Class 6 Cost,Class 6 Lab Fee per Week,Class 6 Minimum Students,Class 6 Maximum Students
1173,ST CYRIL,St Cyril of Jerusalem,No,Yes,School,(818) 501-4155,4548 Haskell Ave,Encino,CA,91436,Valley,Angelica,Vice Principal,,apugliese@stcyril.net,,,Yes,,,,No,Per Student,,,Yes,No,No,,,,,Yes,ProfessorEgghead.com/register,,,150,Check with Office,Yes,,,https://docs.google.com/document/d/e/2PACX-1vQwad5FmSoTyZJQOW7vdBxbZ9VAxkutYAzi-dQk-VaM-txPfBpX3gNtkkPvbSFQAgVPMbPnO5ZO8SwW/pub,,,,Yes,,,Sam,,Engineering,K-3,Monday,3:00 PM,60,$18.00,,8,14,Science,K-3,Wednesday,3:00 PM,60,18,,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4952,ST DOMINIC,St Dominic School,No,Yes,School,(323) 255-5803,2005 Merton Ave,Los Angeles,CA,90041,East LA,Tiffany,,,tsawyer@stdominicla.us,,,,10:30 AM,,,No,Per Student,,,No,No,No,,,,,Yes,ProfessorEgghead.com/register,,,99,Street,Yes,,,https://docs.google.com/document/d/1BL5AhN48mRJjPRG99PQLe3YvL6h1bO9DB10c3LDnF7g/edit,,,,Yes,,https://stdominicla.us/parents/calendar,Sam,,Science,K-3,Tuesday,3:15 PM,60,$20.00,,9,14,Engineering,3-5,Wednesday,3:15 PM,60,20,,6,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,ST ELISABETH,St Elisabeth School,No,Yes,School,(818) 779-1766,6635 Tobias Ave,Van Nuys,CA,91405,Valley,Mary,,,principalstelisabeth@gmail.com,,,,9:00 AM,,,No,Per Student,,,No,No,No,,,,,Yes,ProfessorEgghead.com/register,,,99,Street,Yes,,,https://docs.google.com/document/d/e/2PACX-1vQZeBLLRqYdXSWP_ks7HKl-wHidPBQodSVO2yKsF5nwmjihBD3KSX7bPNsS-BGaBrP67MC4r6NSy_HU/pub,,,,Yes,,,Sam,,Science,PK-3,Monday,2:50 PM,60,$17.00,,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,ST JAMES,St James,No,No,School,(213) 382-2315,625 S. St. Andrews Pl,Los Angeles,CA,90005,Central LA,Jennifer,,,jcefaly@sjsla.org,,,,,,,No,,,,No,No,No,,,,,,Register through St. James,,,,,Yes,,,,,,,Yes,,,Sam,,,K-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,ST JEROME,St Jerome,No,Yes,School,(310) 670-1678,5550 Thornburn St,Los Angeles,CA,90045,West LA,Priscilla,,,principal@stjeromewestchester.org,,,,8:00 AM,,,No,Per Student,,,Yes,No,No,,,,,Yes,ProfessorEgghead.com/register,,,99,Lot,Yes,,,,,,,Yes,,,Sam,,Engineering,K-3,Friday,1:00 PM,60,$15.00,,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4956,ST JOACHIM,St Joachim Catholic School,Yes,Yes,School,(949) 574-7400,1964 Orange Ave,Costa Mesa,CA,92627,North OC,Lindsey,Parent Coordinator,,lindseybonno@gmail.com,,140,Yes,11:45 AM,0.1,,No,Per Student,Percentage,0.1,No,No,No,,,,,Yes,ProfessorEgghead.com/register,,,150,,Yes,,,https://docs.google.com/document/d/1zzMOs3WW5o2CE_HM8pPmipgt3y6FkdH0NvFI9hfTvgo/edit?usp=drive_link,,Yes,,Yes,8,https://www.saintjoachimcatholicschool.org/calendars,Catie,,Engineering,TK-3,Monday,3:00 PM,2/28/1900,$24.00,,8,14,Science,TK-3,Tuesday,3:00 PM,2/28/1900,$24.00,,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4957,ST MARK,St Mark Elementary School,Yes,Yes,School,3108216612 ext 246,912 Coeur D'Alene Avenue,Venice,CA,90291,West LA,Dona,Office Coordinator,,dturner@stmarkschool.com,,,,,0.2,,No,Per Student,Percentage,0.2,Yes,No,Yes,https://docs.google.com/document/d/12YU5CiNKXTHu9jrUkPTcriAo_hJhJ4x8lTZkp0zeFr0/edit?usp=sharing,,,,Yes,ProfessorEgghead.com/register,,,150,"Parking is either street parking, in lot right across street, or church lot.",Yes,,,https://docs.google.com/document/d/1HDmFyO57t-TvApvNwevwjEPA3_wZus9ZTc1SiDChow0/edit?usp=drive_link,We need to contact parents directly if we cancel class.,,No,Yes,,https://www.stmarkschool.com/apps/events/,Catie,,Engineering,K-3,Monday,3:15 PM,2/28/1900,$23.00,,7,14,Science,K-3,Wednesday,3:15 PM,2/28/1900,$23.00,,9,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821,ST MARTIN,St Martin,No,No,School,(310) 472-7419,11955 Sunset Blvd,Los Angeles,CA,90049,West LA,Debbie,,,dmargulis@smtschool.net,,,,,,,No,Per Student,,,Yes,No,Yes,,,,,No,Register through St. Martin,,,,Lot or Street,Yes,,,,,,,No,,,Sam,,Engineering,K-3,Thursday,,,$20.00,,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4961,ST MATTS,St Matthew's School,Yes,No,School,(310) 454-1350,1031 Bienveneda Ave,Pacific Palisades,CA,90272,West LA,Alison Rockwell,Coordinator,3106131096,arockwell@stmatthewsschool.com,,,,,,,No,Per Student,,,No,Yes,No,,,,7,No,Register through St. Matt's,,,,Lot,Yes,,,https://docs.google.com/document/d/1Bz9lLqCUSZfFqmygoUqXd_bPUeHYEP73J9ysigEXoNk/edit?usp=drive_link,,,,No,,https://www.stmatthewsschool.com/apps/events/?id=0&id=1&id=2&id=3&id=4&id=5,Catie,,Science,K-3,Monday,3:15 PM,3/15/1900,$21.00,,9,14,Engineering,K-3,Thursday,3:15 PM,3/15/1900,$21.00,,8,14,Science,K-1,Tuesday,3:15 PM,2/28/1900,24,,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,ST MONICA,St Monica Elementary,No,No,School,(310) 451-9801,1039 7th St,Santa Monica,CA,90403,West LA,Valerie,,,valerie.vespe@stmonicaelem.com,,,,,,,No,Per Student,,,Yes,No,Yes,,,,,No,Register through St. Monica,,,,Street,Yes,,,General School Procedures: The school is extremely strict about having instructors at the school 10 minutes before class so just be sure to get there a little early.,,,,No,,https://www.stmonicaces.org/apps/events/calendar/?id=0,Sam,,Science,K-3,Thursday,3:15 PM,60,$18.00,,8,14,Engineering,K-3,Monday,3:15 PM,60,18,,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,ST PATS,St Pats,No,Yes,School,(818) 761-7363,10626 Erwin St,North Hollywood,CA,91606,Valley,Dr. Shoff,,,jshoff@stpatrickcatholicschool.com,,,,,,,No,,,,No,No,No,,,,,Yes,ProfessorEgghead.com/register,,,,,Yes,,,,,,,Yes,,,Sam,,,K-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,ST PAUL,St Paul the Apostle School,Yes,No,School,310-474-1588,1536 Selby Ave,Los Angeles,CA,90024,West LA,Kathryn,Coordinator,310-474-1588,koliver@sp-apostle.org,,270,,,,,No,Per Student,,,Yes,Yes,Yes,,,,,No,,No,,,Very HARD - street parking only,Yes,,,https://docs.google.com/document/d/1hweQfznTzESNwze6rPqoPcL9aIZXTNVlqpQB9iDUFOA/edit?tab=t.0,,,No,No,,https://school.sp-apostle.org/apps/events/?id=0,Catie,School now adds on service fee on top of our price.,Science,K-3,Thursday,3:20 PM,2/28/1900,$25.00,,8,14,Engineering,K-3,Friday,1:15 PM,2/28/1900,25,,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4963,ST VINCENT,St Vincent School,No,Yes,School,(213) 748-5367,2333 S Figueroa St,Los Angeles,CA,90007,Central LA,Cathy,,,viceprincipal@stvincentla.net,,,,,,,No,Per Student,,,No,No,No,,,,7,Yes,ProfessorEgghead.com/register,,,99 - demo only,Lot,Yes,,,https://docs.google.com/document/d/1Hlago4--IbtS6ottgXPVtWOQed_I0Vk5sjbtvf-KLzc/edit?usp=drive_link,,,,Yes,,http://www.stvincentla.net/school/?month_by_month_calendar,Sam,,Engineering,K-3,Monday,2:45 PM,2/28/1900,$20.00,,7,14,Science,K-3,Wednesday,2:45 PM,2/28/1900,20,,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,STONEHURST,Stonehurst School,No,Yes,School,(818) 767-8014,9851 Stonehurst Ave,Sun Valley,CA,91352,Valley,John,,,jdargahi@lausd.net,,,,,,,No,Per Student,,,No,No,No,,,,,Yes,ProfessorEgghead.com/register,,,,,Yes,,,,,,,No,,,Sam,,,K-3,,,,$13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,STUDYSMART RANCHO,Rancho Minerva Middle School,No,No,School,(818) 457-1728,2245 Foothill Dr,Vista,CA,92084,Online,Jack,,,jackf@studysmarttutors.com,Studysmart,,,,,,Yes,,,,No,No,No,,,,,No,,,,,,Yes,,,,,Yes,,No,,,Sam,,Robotics,5-8,,3:30 PM,120,,,7,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,STUDYSMART VIDA,Vista Innovation and Design Academy (VIDA),No,No,School,(818) 457-1728,740 Olive Ave,Vista,CA,92083,Online,Jack,,,jackf@studysmarttutors.com,Studysmart,,,,,,Yes,,,,No,No,No,,,,,No,,,,,,Yes,,,,,Yes,,No,,,Sam,,Robotics,5-8,,3:30 PM,120,,,7,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,SUMAC (GROWING OUTDOORS),Sumac & Mariposa Elementary,No,No,School,818-889-8383 ext 706,6050 Calmfield Ave,Agoura Hills,CA,91301,Deep Valley,Danny,Assistant Director,818-889-8383 ext 706,"sam@growingoutdoors.com
angel@growingoutdoors.com",Growing Outdoors,,No,,,,No,Flat Fee,,,No,Yes,Yes,https://drive.google.com/file/d/1Y427H4RAIKlyIqXUjXozTGPeQLrDfGmu/view?usp=drive_link,,,,Yes,www.growingoutdoors.com,Yes,"Add Growing Outdoors Logo
Cost: ""Please Visit www.growingoutdoors.com for pricing",(Digital Only),Street,Yes,,,https://docs.google.com/document/d/1HHrVyWgeBWjifVyqyFvbuuuJufJ03qltC0MugbCgZlc/edit?usp=share_link,,,,No,,,Sam,"Please bill all Growing Outdoors Invoices to the following address: 
Growing Outdoors
PO Box 1000
Agoura Hills, CA 91376",Science,TK-K,Thursday,1:35 PM,2/23/1900,210,,0,15,Science,1-3,Thursday,2:55 PM,2/28/1900,210,,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,SUNNY BRAE,SUNNY BRAE,No,Yes,School,(818) 341-0931,20620 Arminta St,Winnetka,CA,91306,Valley,Olivia,,,omt1146@lausd.net,,,,,0.6,,No,Flat Fee,Subsidy Percentage,0.6,No,No,No,,,,,Yes,ProfessorEgghead.com/register,,,,,Yes,,,,,,,Yes,,,Sam,,Science,K-3,Thursday,2:45 PM,60,$13,,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,TEMPLE CITY,Temple City,No,No,Rec,(626) 579-0461,10144 Bogue St,Temple City,CA,91780,East LA,Roman,Coordinator,,rrodriguez@templecity.us,City of Temple City,,No,,0.31,,No,Per Student,Percentage,0.31,No,No,No,,,,,Yes,Register through Temple City,,,50,,Yes,,,https://docs.google.com/document/d/e/2PACX-1vQIje-hsPFzpWCnXh-jsAS_IsPJGVXWJKnYmce9Oi8HIp31aAASyv7aZK1OcCMDPdD-0y74ORr5kYb9/pub,,,,Yes,,,Sam,,Science,K-3,Wednesday,3:30 PM,60,$16.00,$3,8,14,Engineering,K-3,Monday,3:30 PM,60,$16.00,$3,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,CWC MAR VISTA,Citizen's of the World Charter School Mar Vista,Yes,No,School,(424) 248-0544,11561 Gateway Blvd,Los Angeles,CA,90064,West LA,"John (overall)
Contact school email with any normal updates.",Manager,5208204029,"john.bribiescas@cwcmarvista.org

studentprograms@cwcmarvista.org",CWC,,No,,,,No,Flat Fee,,,No,No,No,,No,,7,,,,,50 (Demo Only),,Yes,,,https://docs.google.com/document/d/1dgFcEeMtj7n0a4r0YeE_sq2poE7ZyQxtWVqUC1Q9Qb0/edit?usp=drive_link,,Yes,,No,,,Catie,"Instead of emailing invoices via Quickbooks, download them and re-upload to the Google Submission Form that CWC has set up. A seperate invoice needs to be submitted for each school per session at the link below: 
https://docs.google.com/forms/d/e/1FAIpQLSfM7BU8f6MuNZiAb4Yyc2aOwYWyOzlZOjWgIgbjM7jCYbqvMg/viewform",Science,TK/K,Wednesday,3:15 PM,2/28/1900,$220.00,,0,15,Science,1-2,Thursday,3:15 PM,2/28/1900,$220.00,,0,15,Engineering,TK/K,Thursday,3:15 PM,2/28/1900,210,,0,15,Engineering,1-2,Friday,3:05 PM,2/28/1900,210,,0,15,,,,,,,,,,,,,,,,,,
4970,TIOH,Temple Israel of Hollywood,Yes,No,School,(323) 876-8330,7300 Hollywood Blvd,Los Angeles,CA,90046,Central LA,Dani,ddeckman@tioh.org,323.876.8330 x 4020,ddeckman@tioh.org,,,No,,,,No,Per Student,,,No,No,No,,,,,No,Register through TIOH,,,,Street or Lot,Yes,,,https://docs.google.com/document/d/11kSl9R5BbowRhKZNKGGchNaL--w9L43OHhcLp60SDRE/edit,,Yes,Yes,No,,,Catie,,Science,K-3,Thursday,3:30 PM,2/28/1900,$24.00,,8,14,Engineering,K-3,Wednesday,3:15 PM,2/28/1900,$24.00,,7,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,TIOH (PK) LINDSAY,Temple Israel JR - Lindsay Room 10,No,No,School,(323) 876-8330,7300 Hollywood Blvd,Los Angeles,CA,90046,Central LA,Lindsay,,,lwozniak@tioh.org,,,,,,,No,Per Student,,,No,No,No,,,,,No,Register through TIOH JR,,,,Street or Lot,Yes,,,General School Procedures: Make sure to bring ID for security.  Class is in Room 10. Only 45 mins long. Don't use worksheets and try to simplify anything complex.,,,Yes,No,,,Sam,,Science,PK,Thursday,1:30 PM,45,$14.00,,8,14,Engineering,PK,Wednesday,1:30 PM,45,$14.00,,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4972,TIOH (PK) JR,Temple Israel JR - Rochelle,Yes,No,School,(323) 876-8330,7300 Hollywood Blvd,Los Angeles,CA,90046,Central LA,Tatiana,Coordinator,,tzaidman@tioh.org,,,No,,,,No,Per Student,,,No,No,No,,,,,No,Register through TIOH JR,,,,Street or Lot,Yes,,,https://docs.google.com/document/d/1mXe-OOrL0qGvDmCwjuwARsIZSQMqNz7YsvDZJ-K5_vo/edit?usp=drive_link,,Yes,Yes,No,,,Catie,,Engineering,PK,Thursday,2:30 PM,2/13/1900,$20.00,,9,14,Science,PK,Thursday,2:30 PM,2/13/1900,$20.00,,9,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,TOPKIDS,TopKids Institute,No,No,Daycare,(626) 462-0803,21 W Duarte Rd,Arcadia,CA,91007,East LA,Peggy,Coordinator,,lupeggy5@gmail.com,,,,,80,,No,Per Student,Student Per Session,80,No,No,No,,,,,Yes,ProfessorEgghead.com/register,,,,,Yes,,,,,,No,No,,,Sam,,Camp,K-6,,3:00 PM,180,$200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,TUBMAN,Tubman,No,No,School,(626) 794-5620,36 W Montana St,Pasadena,CA,91103,East LA,Willie,,,williemay1029@gmail.com,,,Yes,1:00 - 1:10 PM,10,,No,Per Student,Student Per Session,$10,No,No,No,,,,,Yes,Register through Tubman,,,25,Street,Yes,,,https://docs.google.com/document/d/e/2PACX-1vSKHE3IIKrb0mCg3Y0sJBOAcengLFurBO7VHE1lL9zyHZAvWn6wJDFaAJfeHCXbEBWyn7tc18KHFCJe/pub,,,,Yes,6,,Sam,,Science,K-3,Monday,1:00 PM,60,$18.00,,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,UNIV SYNAGOGUE,Univ. Synagogue,No,No,School,(310) 472-0603,11960 Sunset Blvd,Los Angeles,CA,90049,West LA,Elaine,,,erosenfield@unisyn.org,,,,,,,No,,,,No,No,No,,,,,,Register through Univ. Synagogue,,,,,Yes,,,,,,,Yes,,,Sam,,,K-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,VALLEY JCC,Valley JCC,No,Yes,School,(818) 360-2211,"20350 Ventura Blvd, Ste 100",Woodland Hills,CA,91364,Valley,Ellen,,,ellen@valleyjcc.org,,,,,,,No,,,,No,No,No,,,,,Yes,ProfessorEgghead.com/register,,,,,Yes,,,,,,,Yes,,,Sam,,,K-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,VAUGHN,Vaughn Next Century Learning Center,No,No,School,(818) 896-7461,13330 Vaughn St,San Fernando,CA,91340,Valley,Irene,,,imuro@myvaughncharter.com,,,,,,,No,Flat Fee,,,No,No,No,,,,,No,Register through Vaughn Next Century Learning Center,,,,,Yes,,,,,,,No,,,Sam,,Science,4,Tuesday,8:30 AM,60,$175.00,,8,14,Science,5,Tuesday,9:50 AM,60,$175.00,,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,BURBANK VERDUGO,Verdugo Park,No,No,Rec,(818) 238-5390,3201 W Verdugo Ave,Burbank,CA,91505,Valley,Bryce,,,bburton@burbankca.gov,,,No,,0.35,,No,Per Student,Percentage,0.35,No,No,Yes,"The address is on the attached form, and you just have to go and say it's for after school classes at Verdugo park booked through  Jocelyn. They'll know what you're talking about. Let me know the cost and your time so that we can reimburse. i believe this location is cash only - $58 or so. If you need the cash, let me know and we can arrange to have you pick it up before you head over.  https://drive.google.com/file/d/1X6VgfyCRBY6d3QBYlpz-djWrTzkgMTKl/view?usp=sharing",,,,No,Register through Verdugo Park,,,,,Yes,,,https://drive.google.com/file/d/1-rsuRqTpzOdcduvnNsTzEnb_FLvv9rrO/view?usp=sharing,,,,Yes,,,Sam,"Must be dated after last class and include PO number - also include Address of Burbank Park.  Print sign, and email the signed copy to gcoronado@burbankca.gov (Grace).",Engineering,K-3,Monday,4:00 PM,60,$17.50,$2,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,VICTORY,Victory Park,No,No,Rec,6267447302,2575 Paloma St,Pasadena,CA,91107,East LA,Carmen,,,crodriguez@cityofpasadena.net,,,,,,,No,,,,No,No,No,,,,,No,Register through Victory Park,,,,,Yes,,,https://docs.google.com/document/d/e/2PACX-1vSD9_aq2G5_eNFTq9Sg21G851qlIjgUW3iTjBD27j6bGTagpSn7tWElP-NS8LYtzBHghhZVeI0l7GPu/pub,,,,No,,,Sam,,Science,K-3,Friday,1:45 PM,240,,,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4980,VILLAGE,The Village,Yes,No,School,(310) 459-8411,2401 Colorado Ave. Suite 200,Santa Monica,CA,90404,West LA,Aleyda,Director of Auxiliary Programs,,aforbes@village-school.org,,,,11:15 AM,,,No,Per Student,,,No,No,No,,,,7,No,Register through The Village,,,,Street,Yes,,,https://docs.google.com/document/d/1hI7XMt_qavuCVbs72bJxj3IUthYe_weBAimEMlTfljc/edit?tab=t.0,,,,No,,,Catie,,Science,K-2,Monday,3:05 PM,2/28/1900,$24.00,,8,14,Engineering,K-2,Friday,3:05 PM,2/28/1900,$24.00,,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,VILLAGE CAMP,The Village,No,No,School,(310) 459-8411,780 Swarthmore Ave,Pacific Palisades,CA,90272,West LA,Heather,Director of Auxiliary Programs,310-459-8411,hholguin@village-school.org,,,,,,,No,Per Student,,,No,No,No,,,,7,No,Register through The Village,,,,Street,Yes,,,https://docs.google.com/document/d/e/2PACX-1vRBrLWIJ-nOWaW1lG7H3nzymN_0nDqu-NTyAUa0Ub3B8Z_h5repEb4gA88KKlpIRt41Y9zaE25O956t/pub,,,,No,,,Catie,,Science,TK-3,M-F,12:15 PM,120,$160.00,,8,30,Engineering,TK-3,M-F,12:15 PM,120,160,,8,30,Robotics,PK-2,M-F,9:00 AM,180,165,,8,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,WEHO,Weho Elementary,No,No,School,(310) 274-5313,970 Hammond St,West Hollywood,CA,90069,Central LA,Rachel,,,admin@westhollywoodelementary.net,,,,,,,No,,,,No,No,No,,,,,,Register through Weho Elementary,,,,,Yes,,,,,,,Yes,,,Sam,,,K-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4982,WESLEY,Wesley,Yes,No,School,818-508-4542,4832 Tujunga Ave,North Hollywood,CA,91601,Valley,Karissa Del Toro,Enrichment Coord,818-508-4542,kdeltoro@wesleyschool.org,,,Yes,12/30/1899,,,No,Per Student,,,No,No,No,,,,,No,Register through Wesley,,,,Lot,Yes,,,https://docs.google.com/document/d/1x5ky23O-6zAj2lOmUwPOM53FmRbqBumNATNnwb0RoW4/edit?usp=sharing,,,,No,,,Sam,,Engineering,K-3,Monday,3:15 PM,2/28/1900,$22.00,,6,14,Science,K-3,Thursday,3:15 PM,2/28/1900,$22.00,,8,14,Robotics,1-5,Wednesday,3:15 PM,2/28/1900,20,,7,12,Science,k-3,Tuesday,3:15 PM,2/13/1900,10,4,0,0,Science,K-3,Thursday,3:15 PM,2/28/1900,22,,8,14,,,,,,,,,
3199,WESTLAND,Westland,Yes,No,School,(310) 472-5544,16200 Mulholland Dr,Los Angeles,CA,90049,Valley,Sara,Coordinator,,salcott@westlandschool.org,,,No,,,,No,Per Student,,,No,No,No,,,,,No,Register through Westland,,,,"Lot on Mulholland Dr - when arriving at the front gate, ring the buzzer and the office will let you in.",Yes,,,https://docs.google.com/document/d/1G_uyGYbP-IB72rZfY7lFOYY6mIOZLJk0MBWnWw864aA/edit?usp=drive_link,,,,No,,,Sam,,Engineering,K-3,Tuesday,2:45 PM,2/28/1900,22,,7,14,Science,K-3,Thursday,3:15 PM,2/28/1900,22,,7,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,WESTMINSTER,Westminster Avenue Elementary,No,No,School,(310) 892-0765,1010 Abbot Kinney Blvd,no,CA,90291,West LA,Peter,Vendor,,peter.straus@primetimesportscamp.com,Primetime,,,,,,No,Per Student,,,No,No,No,,,,,Yes,ptsc.campbrainregistration.com,No,,99,,Yes,,,https://docs.google.com/document/d/e/2PACX-1vQiSRvamO2RIj8vlx8FXQfBUr_a7RoONGdeELospPilKfuDnqAnvr6xHVq0Z0sZ5GVtTD7aT5X-1Z6b/pub,,,,No,,,Sam,cc kathryn.durham@teamprimetime.org,Engineering,K-3,Thursday,2:45 PM,60,$13.00,,8,14,Science,K-3,Friday,2:45 PM,60,13,,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4985,WILLOWS,Willows,Yes,No,School,(310) 815-0411,8509 Higuera St,Culver City,CA,90232,West LA,Lorena,Enrichment Coordinator,,LorenaC@thewillows.org,,,,,,,No,Per Student,,,No,Yes,Yes,,,,,No,Register through Willows,,,,"Lot - Watch double parking OR Street. If you do park in the lot, you will likely need to wait for carpool to get out once class finishes.",Yes,,,https://docs.google.com/document/d/1bogtzflg9VBxSpBZe50PtpM6g4YdLap05s7-MMowizs/edit?usp=drive_link,,,,No,,,Catie,,Science,DK-K,Monday,2:30 PM,2/28/1900,$24.00,,9,14,Science,1-2,Monday,3:30 PM,2/28/1900,$24.00,,9,14,Engineering,DK-K,Thursday,2:30 PM,2/28/1900,$24.00,,7,14,Engineering,1 - 2,Thursday,3:30 PM,2/28/1900,$24.00,,7,14,,,,,,,,,,,,,,,,,,
1211,WILSHIRE,Wilshire Private School,No,No,School,(323) 939-3800,4900 Wilshire Blvd,Los Angeles,CA,90010,Central LA,Tina,,,tina.chong@wilshireschool.org,,,,,,,No,,,,No,No,No,,,,,,Register through Wilshire,,,,,Yes,,,,,,,Yes,,,Sam,,Science,K-3,Thursday,4:30 PM,60,$16.00,,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,WISE,Wise,No,No,School,(310) 889-2300,15500 Stephen S Wise Dr,Los Angeles,CA,90077,West LA,Natalia,,,NOliveto@wise-school.org,,,,,,,No,Per Student,,,No,No,No,,,,,,Register through Wise,,,,,Yes,,,,,,,No,,,Sam,,,PK,,,,$16.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,WJCC,WJCC,No,No,School,(323) 556-5210,5870 W Olympic Blvd,Los Angeles,CA,90036,Central LA,Molly,,,mhoffman@westsidejcc.org,,,,,,,No,,,,No,No,No,,,,,,Register through WJCC,,,,,Yes,,,,,,,No,,,Sam,,,K-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
